Headline,Description,Date,Link
GM posts $806 million loss as pandemic dampens sales,"GM reported an $806 million loss in the second quarter Wednesday and a 47% drop in revenue when compared to the same period last year, while COVID-19 continues to spread.","Jul 29, 2020",https://www.cnn.com/2020/07/29/cars/gm-earnings-q2-2020/index.html
Trump has lost his economic edge over Biden,"President Donald Trump’s ace in the hole has been the economy. Even though a majority of voters have disapproved of his job performance overall during most of his presidency, more voters than not have given him a thumbs-up on the economy.","Jul 29, 2020",https://www.cnn.com/2020/07/29/politics/trump-economic-approval-rating-analysis/index.html
Hong Kong’s recession has already lasted a year. It’s not over yet,The coronavirus pandemic has forced Hong Kong into an even deeper recession. And it may take longer than expected to recover.,"Jul 29, 2020",https://www.cnn.com/2020/07/29/economy/hong-kong-gdp-intl-hnk/index.html
Can shoppers save the US economy? We’re about to find out,A lot is riding on Americans’ willingness to grab their wallets again.,"Jul 28, 2020",https://www.cnn.com/2020/07/28/investing/premarket-stocks-trading/index.html
The economy could fall off a fiscal cliff,The economy is once again teetering on the edge of a so-called fiscal cliff. Investors don’t seem to care.,"Jul 27, 2020",https://www.cnn.com/2020/07/27/economy/economy-fiscal-cliff/index.html
Andrew Yang: It’s a ‘ridiculous fantasy’ to think America’s economy will snap back to normal,"From grocery stores and factories to meatpacking plants and food delivery, the pandemic is turbocharging the rise of robots and automation, Andrew Yang tells CNN Business.","Jul 27, 2020",https://www.cnn.com/2020/07/27/economy/andrew-yang-economy-universal-basic-income/index.html
"The next relief package should help small businesses, not wrap them in red tape","Throughout the coronavirus pandemic, many in Congress have rightly prioritized small business relief. Main Street businesses have been devastated by the drop in sales and government-mandated shutdowns. But federal aid has often been confusing, ...","Jul 27, 2020",https://www.cnn.com/2020/07/27/perspectives/relief-package-small-business/index.html
Covid-19 will permanently change the world’s economy,"Covid-19 will leave a lasting imprint on the world economy, causing permanent changes and teaching important lessons.","Jul 26, 2020",https://www.cnn.com/2020/07/26/perspectives/sergio-rebelo-imf-covid-19-global-economy/index.html
Ex-Obama adviser warns of a potential repeat of the financial crisis,Joe Biden could inherit an even more disastrous economy than Barack Obama did when he won the White House during the 2008 financial meltdown.,"Jul 26, 2020",https://www.cnn.com/2020/07/26/business/austan-goolsbee-coronavirus-economy-recession/index.html
Google is wading into a market that China really wants to own,Google is teaming up with India’s hottest tech company to win over new smartphone users. That should worry the Chinese firms who have long dominated the market in the world’s second most populous nation.,"Jul 25, 2020",https://www.cnn.com/2020/07/24/tech/jio-google-india-china-hnk-intl/index.html
Do you own a small business that’s been hit by the pandemic? Share your story,Small business owners have been particularly hard-hit by the United States’ worst recession in decades. And hopes for a swift recovery are fading as Covid-19 cases surge in some states.,"Jul 25, 2020",https://www.cnn.com/2020/07/24/business/small-business-callout-coronavirus/index.html
US-China tensions and a stalling recovery are a tough cocktail for investors,Investors are waking up to the big risks posed to markets as US-China tensions ratchet up and America’s economic recovery appears to have stalled.,"Jul 24, 2020",https://www.cnn.com/2020/07/24/investing/premarket-stocks-trading/index.html
The economy is in deep trouble again. Coronavirus is to blame,Restaurant reservations are waning. The rebound in air travel is leveling off. And foot traffic at stores is dwindling once again. There is mounting evidence that America’s fragile economic recovery is already stalling as the number of coronavirus infections ...,"Jul 23, 2020",https://www.cnn.com/2020/07/23/business/coronavirus-economy-recovery/index.html
US cities stand to lose $1.5 trillion in economic activity this year,"Cities could lose $1.5 trillion in economic activity in 2020 — and that’s if the coronavirus pandemic is brought under control later this year, according to a new report from the US Conference of Mayors.","Jul 23, 2020",https://www.cnn.com/2020/07/22/business/cities-economy-congress-stimulus/index.html
"This recovery will be a bumpy ride, says Goldman Sachs CEO","America has embarked on the long road to recovery following the pandemic lockdown, but the path back to a healthy economy is littered with obstacles, according to Goldman Sachs’ CEO.","Jul 23, 2020",https://www.cnn.com/2020/07/22/investing/goldman-sachs-economic-recovery/index.html
Small businesses are struggling to pay the rent,"Editor’s Note: A version of this story appeared in CNN’s Work Transformed newsletter. To get it in your inbox, sign up for free here.","Jul 21, 2020",https://www.cnn.com/2020/07/21/success/finding-a-job-work-transformed/index.html
One of the oldest businesses on the internet just got sold for $9 billion,One of the web’s oldest businesses has a new owner.,"Jul 21, 2020",https://www.cnn.com/2020/07/21/tech/ebay-classifieds-adevinta/index.html
Big banks expose huge divide between Main Street and Wall Street,The stark divide between Main Street and Wall Street is on display in the shifting fortunes of America’s big banks.,"Jul 17, 2020",https://www.cnn.com/2020/07/17/business/banks-recession-wall-street-main-street/index.html
America and Europe need trillions more in stimulus,"Retail sales in the United States, an important data point on the health of the economy, are nearly back to where they were before the pandemic hit.","Jul 17, 2020",https://www.cnn.com/2020/07/17/investing/premarket-stocks-trading/index.html
Chinese shoppers aren’t splashing out again just yet,China’s economy is growing again after its worst three-month period in decades. That’s a good sign for everyone else — though investors aren’t celebrating.,"Jul 16, 2020",https://www.cnn.com/2020/07/16/investing/premarket-stocks-trading/index.html
China’s economy is growing again. That’s good news for the rest of the world,"China’s economy is growing again after its worst three-month period in decades. While that could bode well for the global post-coronavirus recovery, the data suggests that people are still nervous about leaving their homes and spending money.","Jul 16, 2020",https://www.cnn.com/2020/07/15/economy/china-gdp-intl-hnk/index.html
Small businesses say time and money are running out fast,"Time and money are running out for many small business owners. With no end in sight to the coronavirus surge in the United States and with the possibility of more shutdowns or curtailed activity looming, the economic outlook remains bleak.","Jul 16, 2020",https://www.cnn.com/2020/07/15/success/small-business-goldman-sachs/index.html
What happens when small businesses can’t pay the rent,Small businesses across the United States are finding it difficult – if not impossible – to make their monthly rent payments.,"Jul 15, 2020",https://www.cnn.com/2020/07/15/success/small-business-tenants-landlords-commercial-property/index.html
Goldman Sachs is crushing it as booming markets trump Main Street turmoil,Goldman Sachs revealed a 41% surge in revenue Wednesday as the Wall Street bank capitalized on booming markets and a flurry of dealmaking.,"Jul 15, 2020",https://www.cnn.com/2020/07/15/investing/goldman-sachs-earnings/index.html
Google joins the dash for India’s Jio with $4.5 billion investment,Asia’s richest man is getting another massive investment from Silicon Valley as he grows his technology empire in India.,"Jul 15, 2020",https://www.cnn.com/2020/07/15/tech/google-jio-investment-intl-hnk/index.html
